-1.492663752287626266e-02,-9.404588490724563599e-04
-9.917300194501876831e-03,2.340405248105525970e-03
-9.588784538209438324e-03,4.117233678698539734e-03
-9.489346295595169067e-03,5.693622864782810211e-03
-9.911096654832363129e-03,6.893559359014034271e-03
-1.060507073998451233e-02,7.092756219208240509e-03
-1.069586258381605148e-02,7.663100026547908783e-03
-1.125543098896741867e-02,7.930600084364414215e-03
-1.346858032047748566e-02,5.221632309257984161e-03
-1.527707930654287338e-02,2.807130105793476105e-03
-1.675510033965110779e-02,6.472049281001091003e-04
-1.867186650633811951e-02,-1.421587541699409485e-03
-2.081316709518432617e-02,-3.589592874050140381e-03
-2.353658527135848999e-02,-6.086057517677545547e-03
-2.510264143347740173e-02,-6.050377618521451950e-03
-2.625677920877933502e-02,-5.737429019063711166e-03
-2.765351906418800354e-02,-5.625972989946603775e-03
-4.251210391521453857e-02,-1.522756926715373993e-02
-5.600352212786674500e-02,-2.418694831430912018e-02
-6.915609538555145264e-02,-3.317220881581306458e-02
-6.944908946752548218e-02,-3.391438350081443787e-02
-6.764238327741622925e-02,-3.316050767898559570e-02
-6.179089844226837158e-02,-2.965094149112701416e-02
-5.873715132474899292e-02,-2.861209586262702942e-02
-5.750747397541999817e-02,-2.905084565281867981e-02
-5.634048208594322205e-02,-2.961778640747070312e-02
-3.830506652593612671e-02,-1.601656898856163025e-02
-2.160629071295261383e-02,-3.888553008437156677e-03
-9.143969044089317322e-03,4.867641255259513855e-03
8.686902001500129700e-04,1.154161151498556137e-02
7.017945870757102966e-03,1.404992211610078812e-02
7.571537047624588013e-03,1.185634452849626541e-02
1.659567467868328094e-03,2.608661539852619171e-03
-3.283046185970306396e-03,-2.007578499615192413e-03
-4.505025688558816910e-03,1.127539202570915222e-03
-3.688767086714506149e-03,7.835964672267436981e-03
-2.448135055601596832e-03,1.435358356684446335e-02
-2.047139219939708710e-03,1.855986192822456360e-02
-1.485466957092285156e-03,2.200090140104293823e-02
-2.453627064824104309e-03,2.221775054931640625e-02
-4.830501973628997803e-03,1.968263462185859680e-02
-2.628010697662830353e-03,2.326197177171707153e-02
-6.121210753917694092e-04,2.651210874319076538e-02
1.260174438357353210e-03,2.949216961860656738e-02
-2.583891153335571289e-03,2.559322863817214966e-02
-7.863404229283332825e-03,1.876197382807731628e-02
-1.323424745351076126e-02,9.218416176736354828e-03
-1.837915927171707153e-02,-1.760802231729030609e-03
-1.610701531171798706e-02,-2.588531002402305603e-03
-5.809918045997619629e-03,8.835847489535808563e-03
-2.723373472690582275e-04,1.537994388490915298e-02
5.531385540962219238e-03,2.188993990421295166e-02
1.062329299747943878e-02,2.715380489826202393e-02
1.626311987638473511e-02,3.260888531804084778e-02
2.062761038541793823e-02,3.645121306180953979e-02
2.424136549234390259e-02,3.934556990861892700e-02
2.605171501636505127e-02,4.003142938017845154e-02
2.747359871864318848e-02,4.044812917709350586e-02
2.867126837372779846e-02,4.075725749135017395e-02
2.871580049395561218e-02,3.985559940338134766e-02
2.869248017668724060e-02,3.896093741059303284e-02
2.866684272885322571e-02,3.814060613512992859e-02
2.963143587112426758e-02,3.885297104716300964e-02
3.032136708498001099e-02,3.953858464956283569e-02
3.088275715708732605e-02,4.024348407983779907e-02
3.484664112329483032e-02,3.995961695909500122e-02
3.797975555062294006e-02,3.825637698173522949e-02
4.040555283427238464e-02,3.538464009761810303e-02
4.177568107843399048e-02,4.071791470050811768e-02
4.261171445250511169e-02,4.509712383151054382e-02
4.290968179702758789e-02,4.854635894298553467e-02
3.863635659217834473e-02,4.786374047398567200e-02
3.338879346847534180e-02,4.604586586356163025e-02
2.701623365283012390e-02,4.269790276885032654e-02
2.670272812247276306e-02,4.195253178477287292e-02
2.643047273159027100e-02,4.127648100256919861e-02
2.605183795094490051e-02,4.062050580978393555e-02
2.699005603790283203e-02,4.179860278964042664e-02
2.789388224482536316e-02,4.297489672899246216e-02
2.879802137613296509e-02,4.415169730782508850e-02
2.836671471595764160e-02,4.350057244300842285e-02
2.789392694830894470e-02,4.284138604998588562e-02
2.737120538949966431e-02,4.217597842216491699e-02
2.511342987418174744e-02,3.951769694685935974e-02
2.277430891990661621e-02,3.680808097124099731e-02
2.013146877288818359e-02,3.393698111176490784e-02
1.884918659925460815e-02,3.290790319442749023e-02
1.747876778244972229e-02,3.185472264885902405e-02
1.584614999592304230e-02,3.061101958155632019e-02
2.094174921512603760e-02,3.435381129384040833e-02
2.540729567408561707e-02,3.635316342115402222e-02
2.890118956565856934e-02,3.612624481320381165e-02
2.904475852847099304e-02,3.616810217499732971e-02
2.915505692362785339e-02,3.624306619167327881e-02
2.926604822278022766e-02,3.627771511673927307e-02
2.464268356561660767e-02,3.659667074680328369e-02
1.763281226158142090e-02,3.269439190626144409e-02
8.105408400297164917e-03,2.408104017376899719e-02
5.169203504920005798e-03,2.100066095590591431e-02
2.106835134327411652e-03,1.774437353014945984e-02
-7.394226267933845520e-04,1.469556707888841629e-02
-1.177359372377395630e-04,1.581866666674613953e-02
6.135609000921249390e-04,1.706789806485176086e-02
1.488653942942619324e-03,1.847998425364494324e-02
1.272689551115036011e-04,1.718117296695709229e-02
-9.352620691061019897e-04,1.628883555531501770e-02
-1.842414960265159607e-03,1.564887166023254395e-02
-6.300820969045162201e-03,1.109632384032011032e-02
-1.035043504089117050e-02,7.121440954506397247e-03
-1.389264874160289764e-02,3.880943171679973602e-03
-1.497546583414077759e-02,3.577047027647495270e-03
